Mês;Empresa;Linha;Estudante_Cartao;Estudante_BT;Vale_Transporte;Integracao_Plena;Integracao_Complementar;Gratuito_Cartao;Gratuito_BT;Inteira_Cartao;Inteira_Especie;Tarifa_Social;Qtd_Viagens
9;SANTA MARIA - URB;48;20326;3855;14010;6877;0;7774;4548;3387;18977;902;2098
9;SANTA MARIA - URB;54;35190;7533;35167;14290;1;10739;7835;8014;43634;1792;3395
9;SANTA MARIA - URB;56;7974;1950;23768;10760;0;3143;2342;4359;19578;618;2196
9;SANTA MARIA - URB;66;15852;3491;15005;2364;0;3594;1987;3177;18462;774;2025
9;SANTA MARIA - URB;83;10121;2521;18072;1666;0;4110;1538;3181;18461;1082;1415
9;SANTA MARIA - URB;331;15273;2211;16862;3765;32;4697;1841;4741;15366;1312;1244
9;SANTA MARIA - URB;332;3809;595;4606;1017;0;1003;515;1093;3536;196;573
9;SANTA MARIA - URB;411;7492;926;7011;3155;0;3300;1076;2185;8037;364;685
9;SANTA MARIA - URB;561;69;28;2116;544;0;112;8;251;860;24;324
9;VIA SUL - URB;50;48262;8168;68292;21787;195;17424;8704;14353;61423;2191;4955
9;VIA SUL - URB;51;29776;5172;23878;8755;0;9479;6469;6824;30332;677;3104
9;VIA SUL - URB;52;22553;4651;22929;7947;0;11179;7744;6267;29106;609;3030
9;VIA SUL - URB;65;14564;2825;13535;4293;0;4482;2303;3579;13396;0;1704
10;CONCEIÇÃO;0021      ;28190;5685;40544;10318;0;18670;9383;7327;42869;6512;4059
10;CONCEIÇÃO;0022      ;9714;2211;12974;2994;0;8985;4213;2871;16723;0;1844
10;CONCEIÇÃO;0030      ;23098;4003;23644;6386;0;8333;3978;5850;22225;3689;2533
10;CONCEIÇÃO;0031      ;26650;4512;24531;9645;0;7784;3795;6442;22914;0;2540
10;CONCEIÇÃO;0041      ;16204;2832;24843;10931;0;7187;4288;6319;18044;4;2566
10;CONCEIÇÃO;0059      ;16022;3806;21426;7612;21;13635;4671;5019;27316;6473;2614
10;CONCEIÇÃO;0063      ;56286;9673;49430;24821;0;18210;7941;9032;40540;8052;4276
10;CONCEIÇÃO;0071      ;16820;3761;20433;3980;0;12047;5116;3957;23052;5060;2414
10;CONCEIÇÃO;0076      ;4237;765;7631;1509;56;3528;1308;1637;8280;1765;648
10;CONCEIÇÃO;0083      ;8639;2204;15724;1466;0;3272;1457;2875;14623;3285;1270
10;CONCEIÇÃO;0411      ;9980;1483;10038;4356;0;4517;1620;2959;10480;1160;1089
10;CONCEIÇÃO;0587      ;1977;3;610;202;0;1231;230;155;1858;285;1492
10;CONCEIÇÃO;0599      ;13347;1905;15650;6336;45;6141;1202;3746;11004;1838;1543
10;CONCEIÇÃO;0905      ;96;37;710;68;0;186;9;28;407;131;219
10;CONCEIÇÃO;2369      ;1405;254;1640;1113;0;1009;536;409;1423;0;388
10;CONCEIÇÃO;3001      ;3935;659;4532;1841;0;1754;880;1139;3721;855;689
10;CONCEIÇÃO;3101      ;1922;351;2244;1252;0;605;427;603;1847;0;336
10;CONCEIÇÃO;6301      ;7174;1290;10483;2804;0;3381;1403;2065;8621;1483;1068
10;CONCEIÇÃO;7601      ;89;7;169;39;0;128;47;14;107;474;38
10;DUNAS - URB;0033      ;62959;11712;73935;20262;182;20276;8003;16988;64794;11973;4481
10;DUNAS - URB;0040      ;45111;8789;54767;19022;27;35906;14583;12557;67366;9670;4464
10;DUNAS - URB;0057      ;4165;804;3029;1242;0;1813;604;755;2672;0;500
10;DUNAS - URB;0331      ;20027;3780;22162;4791;16;6562;2571;5993;18942;2227;1560
10;DUNAS - URB;0332      ;3522;631;4731;960;0;1080;509;1128;3025;665;567
10;DUNAS - URB;0411      ;6651;966;7441;3266;0;3188;1067;1962;6765;1069;689
10;GUANABARA - URB;0002      ;22113;4237;39629;7972;312;9155;4628;6770;28650;4445;2686
10;GUANABARA - URB;0004      ;15805;3876;32995;7139;1;4597;2929;4189;21552;4253;2258
10;GUANABARA - URB;0005      ;7964;1503;12977;1708;74;4670;2631;2230;15540;2607;1443
10;GUANABARA - URB;0008      ;38929;8048;55154;22557;637;19825;7563;10785;41605;10841;3499
10;GUANABARA - URB;0013      ;189;46;175;41;1;75;44;57;246;0;33
10;GUANABARA - URB;0018      ;856;88;864;227;0;95;19;116;198;0;57
10;GUANABARA - URB;0019      ;8073;2086;12908;4010;0;9429;4587;2961;14706;1102;1889
10;GUANABARA - URB;0020      ;9649;2161;13040;3880;0;11581;7295;3558;17603;1474;2410
10;GUANABARA - URB;0025      ;9030;2254;7252;2155;0;5212;3317;1798;9877;0;1392
10;GUANABARA - URB;0060      ;39599;7806;61336;12019;353;13964;7285;10980;46490;7735;4080
10;GUANABARA - URB;0064      ;32557;6275;43501;8622;197;19738;11047;7806;46027;6132;4125
10;GUANABARA - URB;0067      ;8256;1591;13347;1766;64;4893;2761;2674;17607;960;1317
10;GUANABARA - URB;0070      ;18876;4113;32847;4973;70;10846;7136;5521;36290;5130;3133
10;GUANABARA - URB;0072      ;20332;3726;35190;9059;114;8182;4208;7407;33481;5563;2626
10;GUANABARA - URB;0075      ;15841;2736;17773;3675;146;5872;2512;4711;18082;2125;1869
10;GUANABARA - URB;0076      ;4557;873;7174;1719;50;3584;1130;1571;8070;1104;642
10;GUANABARA - URB;0077      ;28634;6343;54992;13840;107;10045;5807;9304;44591;8211;4066
10;GUANABARA - URB;0079      ;36903;6913;48401;12374;400;12263;5036;9049;40126;7953;3294
10;GUANABARA - URB;0081      ;10422;2064;14227;2953;30;4845;2013;3969;15454;762;1642
10;GUANABARA - URB;0084      ;26270;4081;37788;14596;247;13479;6322;11134;31584;5931;3707
10;GUANABARA - URB;0101      ;7843;1533;14737;3362;48;8265;3652;3330;17033;3823;1506
10;GUANABARA - URB;0102      ;2449;485;4526;969;23;2647;1019;980;5097;1184;455
10;GUANABARA - URB;0592      ;1927;246;1890;485;56;1129;350;468;1105;298;861
10;GUANABARA - URB;0593      ;6435;720;2656;809;0;1213;513;669;3098;419;1005
10;GUANABARA - URB;1029      ;10611;1981;14876;4316;80;4212;2011;2638;11718;2458;1089
10;GUANABARA - URB;1214      ;6818;1635;12620;1710;17;5041;3275;2413;12955;0;1777
10;GUANABARA - URB;1301      ;6655;1144;6188;1496;50;2763;1255;1749;7075;0;1180
10;GUANABARA - URB;1302      ;2477;488;2504;658;28;1182;498;646;3117;0;540
10;GUANABARA - URB;1516      ;15376;3478;22809;4293;182;9273;5323;5042;26397;3650;2172
10;GUANABARA - URB;1778      ;14958;3340;23314;5032;196;9450;5560;4895;24279;2145;2284
10;GUANABARA - URB;2369      ;1425;336;2060;762;0;1098;498;458;1635;0;359
10;GUANABARA - URB;6162      ;8875;1723;10929;1771;46;4330;3053;2268;11107;850;1660
10;GUANABARA - URB;6443      ;11290;2073;16870;3592;24;5867;2879;4375;16047;2382;1227
10;GUANABARA - URB;7501      ;3546;643;4369;706;0;1334;531;1295;3856;250;371
10;GUANABARA - URB;7502      ;1733;314;1764;441;0;652;295;601;2127;0;162
10;GUANABARA - URB;7601      ;78;22;169;31;0;71;37;21;169;134;20
10;REUNIDAS;0007      ;26891;4595;47257;11190;229;9594;4005;9401;36846;7857;3540
10;REUNIDAS;0026      ;34117;7595;52400;14649;282;8122;5153;9048;39411;8230;3331
10;REUNIDAS;0027      ;16182;3174;24817;4433;150;10740;5611;5899;29660;5178;2944
10;REUNIDAS;0035      ;26393;4506;34358;10834;1132;13009;7295;9519;28921;5098;2653
10;REUNIDAS;0068      ;16157;2896;26195;5847;203;10014;3829;6481;24813;4293;2329
10;REUNIDAS;0073      ;64442;17125;112219;34462;552;17811;10888;16827;79980;17298;5402
10;REUNIDAS;0085      ;19949;2767;18419;5545;624;8772;4704;5215;17031;0;2070
10;REUNIDAS;1029      ;32930;6095;44714;12831;175;11195;5355;8667;33793;6624;2846
10;REUNIDAS;1778      ;4362;978;7829;1508;48;2827;1722;1387;7396;2025;772
10;REUNIDAS;6443      ;12138;2199;18886;4011;16;6422;2964;4644;17512;2752;1232
10;REUNIDAS;7847      ;25740;5346;32221;6759;77;10969;5891;8521;31946;6004;2563
10;REUNIDAS;9018      ;16;18;227;264;0;334;32;9;139;32;93
10;SANTA MARIA - URB;0024      ;24899;5352;33987;13203;0;11866;6979;10276;30217;2758;3445
10;SANTA MARIA - URB;0034      ;8204;1356;9548;3122;0;8344;4917;2720;13303;0;1592
10;SANTA MARIA - URB;0036      ;13380;3155;15510;6325;0;8080;4271;3387;17760;2053;2052
10;SANTA MARIA - URB;0037      ;40731;9564;34168;13570;0;13007;8036;9909;37301;4097;3758
10;SANTA MARIA - URB;0038      ;43265;9049;49656;15409;33;34404;17223;12120;69683;12837;4382
10;SANTA MARIA - URB;0039      ;27620;4825;34431;12668;0;9750;4602;7361;24968;3205;3124
10;SANTA MARIA - URB;0044      ;22901;5358;28122;8307;0;13972;8290;7617;30456;2833;3355
10;SANTA MARIA - URB;0046      ;33322;8442;29129;13961;0;7016;5850;8118;34972;4676;2902
10;SANTA MARIA - URB;0048      ;21193;4827;15260;7371;0;7978;4945;3382;18381;2731;2217
10;SANTA MARIA - URB;0054      ;34993;8705;36409;14282;0;11080;8328;8200;39999;7221;3530
10;SANTA MARIA - URB;0056      ;8233;2193;24908;11083;0;3448;2525;4519;18986;2266;2336
10;SANTA MARIA - URB;0066      ;16390;3831;15271;2454;0;3834;2102;3065;16972;3290;2091
10;SANTA MARIA - URB;0083      ;10017;2598;17742;1959;0;4231;1733;3580;17110;4116;1498
10;SANTA MARIA - URB;0331      ;14394;2663;16850;3875;21;4771;1821;4271;13788;2621;1244
10;SANTA MARIA - URB;0332      ;3790;662;4632;997;0;971;471;1149;3238;767;603
10;SANTA MARIA - URB;0411      ;7779;1142;7816;3693;0;3605;1233;2131;7783;1052;741
10;SANTA MARIA - URB;0561      ;61;27;2029;536;0;131;7;219;695;120;340
10;VIA SUL - URB;0050      ;48362;10350;71459;22085;215;18052;9226;14547;58611;8484;5172
10;VIA SUL - URB;0051      ;30382;6422;25362;9241;0;10020;7065;6933;29185;2293;3265
10;VIA SUL - URB;0052      ;21965;5475;23329;7763;0;10908;7764;6190;27879;2089;3120
10;VIA SUL - URB;0065      ;14231;3355;14359;4247;0;4541;2308;3658;13157;0;1739
