Mês;Empresa;Linha;Estudante_Cartao;Estudante_BT;Vale_Transporte;Integracao_Plena;Integracao_Complementar;Gratuito_Cartao;Gratuito_BT;Inteira_Cartao;Inteira_Especie;Tarifa_Social;Qtd_Viagens
3;REUNIDAS;27;15.168;6.665;26.482;5.596;140;11.453;4.923;6.357;31.465;823;3.019
3;REUNIDAS;35;24.266;11.028;35.122;11.610;1.027;13.769;6.527;9.787;31.710;889;2.682
3;REUNIDAS;68;14.582;6.371;26.601;6.185;214;10.614;3.260;7.084;27.343;754;2.327
3;REUNIDAS;73;56.313;38.952;114.307;35.933;572;17.999;9.226;16.100;85.992;3.742;5.259
3;REUNIDAS;85;19.241;6.996;20.264;6.124;753;9.730;4.379;5.713;19.614;0;2.198
3;REUNIDAS;1029;30.501;14.251;46.122;13.794;164;11.744;4.638;8.546;36.846;1.890;2.849
3;REUNIDAS;1778;3.931;2.281;7.867;1.792;38;2.923;1.534;1.546;8.661;443;771
3;REUNIDAS;6443;9.957;4.735;18.841;4.440;9;6.298;2.603;4.431;17.776;314;1.206
3;REUNIDAS;7847;23.462;12.256;35.493;7.662;112;11.761;4.978;9.381;36.855;1.065;2.647
3;REUNIDAS;9018;8;5;365;410;0;382;15;10;183;5;98
3;SANTA MARIA - URB;24;23.819;12.005;34.646;12.911;0;12.374;6.030;10.509;33.740;570;3.370
3;SANTA MARIA - URB;34;7.043;3.592;10.627;3.251;0;8.620;4.458;2.819;13.655;0;1.644
3;SANTA MARIA - URB;36;10.641;6.001;15.815;5.896;0;8.545;3.976;3.774;18.038;262;2.180
3;SANTA MARIA - URB;37;32.949;21.928;32.655;13.086;0;12.690;6.938;8.965;38.859;865;3.599
3;SANTA MARIA - URB;38;33.135;18.804;49.054;14.932;0;32.848;14.877;11.656;71.970;1.800;4.378
3;SANTA MARIA - URB;39;23.618;11.738;34.608;12.100;0;10.024;4.102;7.638;27.570;779;3.302
3;SANTA MARIA - URB;44;19.441;12.462;27.487;8.130;0;12.864;7.361;6.956;31.746;648;3.367
3;SANTA MARIA - URB;46;29.299;20.889;29.432;14.630;0;7.191;5.229;7.839;38.544;768;2.846
3;SANTA MARIA - URB;48;17.962;10.429;16.002;7.693;0;8.347;4.397;3.446;19.621;459;2.105
3;SANTA MARIA - URB;54;31.087;22.645;37.841;14.765;0;11.341;7.774;8.347;47.759;1.389;3.575
3;SANTA MARIA - URB;56;7.497;5.180;25.759;11.530;1;3.538;1.927;4.213;21.536;456;2.486
3;SANTA MARIA - URB;66;13.317;8.647;15.885;2.328;0;3.676;1.865;3.306;18.738;555;2.075
3;SANTA MARIA - URB;83;7.884;5.681;16.983;1.541;0;4.127;1.360;3.295;19.028;635;1.413
3;SANTA MARIA - URB;331;13.667;5.978;16.914;4.017;0;4.546;1.730;4.916;15.687;0;1.232
3;SANTA MARIA - URB;332;3.461;1.613;4.552;1.144;0;1.120;439;1.208;3.408;0;584
3;SANTA MARIA - URB;411;6.155;2.694;7.448;3.282;0;3.425;1.023;2.039;8.163;227;720
3;SANTA MARIA - URB;561;105;117;2.177;477;0;99;1;158;596;22;311
3;VIA SUL - URB;50;42.263;23.606;72.400;22.430;191;18.186;7.464;13.976;58.666;1.733;5.116
3;VIA SUL - URB;51;24.975;15.912;25.252;9.624;0;10.488;5.599;7.027;29.851;452;3.176
3;VIA SUL - URB;52;18.588;12.721;23.356;7.949;1;10.974;6.446;5.829;29.111;474;3.091
3;VIA SUL - URB;65;12.913;7.567;13.819;4.422;0;4.802;2.062;3.539;13.941;0;1.859
4;CONCEIÇÃO;21;21.496;11.624;35.921;9.274;0;17.832;7.989;7.008;43.598;1.743;3.910
4;CONCEIÇÃO;22;7.877;4.261;13.301;3.407;0;8.868;3.578;2.504;15.073;0;1.800
4;CONCEIÇÃO;30;18.972;8.616;22.883;6.045;0;7.774;3.322;5.220;22.838;1.148;2.556
4;CONCEIÇÃO;31;23.249;9.581;23.615;9.704;0;7.680;3.207;5.971;22.179;0;2.461
4;CONCEIÇÃO;41;13.742;6.404;25.580;11.231;1;7.373;3.791;5.393;17.240;0;2.627
4;CONCEIÇÃO;59;12.033;6.554;20.541;7.581;0;13.043;4.140;4.691;24.375;1.460;2.564
4;CONCEIÇÃO;63;49.932;22.507;47.642;24.540;0;17.349;6.775;8.203;44.962;2.372;4.164
4;CONCEIÇÃO;71;14.462;7.259;20.485;4.303;0;11.403;4.215;3.536;23.997;1.305;2.398
4;CONCEIÇÃO;76;3.581;1.793;6.919;1.379;50;3.381;1.127;1.390;7.714;472;629
4;CONCEIÇÃO;83;7.291;4.998;14.196;1.236;0;3.141;1.132;2.497;16.038;1.009;1.201
4;CONCEIÇÃO;411;7.037;3.229;10.456;4.370;0;4.643;1.604;2.644;10.395;312;1.081
4;CONCEIÇÃO;587;329;0;327;167;0;564;111;95;1.598;51;1.335
4;CONCEIÇÃO;599;8.520;3.439;15.398;6.418;0;5.079;948;3.558;9.893;350;1.491
4;CONCEIÇÃO;905;133;92;790;39;0;193;11;33;379;29;224
4;CONCEIÇÃO;2369;964;453;1.656;1.187;0;920;451;320;1.479;0;367
4;CONCEIÇÃO;3001;3.340;1.493;4.339;1.813;0;1.545;724;1.054;3.466;251;673
4;CONCEIÇÃO;3101;1.867;900;2.414;1.175;0;640;283;656;1.784;0;343
4;CONCEIÇÃO;6301;5.595;3.225;9.567;2.536;0;3.104;1.093;1.622;8.516;341;1.075
4;CONCEIÇÃO;7601;131;118;305;66;0;208;107;51;495;0;49
4;DUNAS - URB;33;56.526;28.396;72.578;20.750;0;19.562;6.566;16.377;68.632;3.156;4.693
4;DUNAS - URB;40;34.746;17.660;53.131;18.489;1;33.765;12.350;11.791;67.751;2.681;4.392
4;DUNAS - URB;57;4.483;1.839;3.455;1.419;0;1.860;578;985;3.278;0;607
4;DUNAS - URB;331;16.668;7.140;20.679;5.088;0;5.884;2.265;6.182;18.480;1.331;1.498
4;DUNAS - URB;332;3.197;1.458;4.825;1.140;0;1.235;407;1.227;3.398;0;613
4;DUNAS - URB;411;4.584;2.130;7.506;3.052;0;2.986;949;1.690;6.821;316;700
4;GUANABARA - URB;2;19.824;9.788;37.975;8.232;227;9.017;3.943;6.433;28.551;1.582;2.549
4;GUANABARA - URB;4;13.370;8.881;31.787;7.427;1;4.661;2.657;3.846;21.252;1.191;2.240
4;GUANABARA - URB;5;6.533;3.492;13.379;2.135;59;4.961;2.433;2.109;15.768;830;1.409
4;GUANABARA - URB;8;29.626;14.754;51.741;21.063;483;19.343;6.562;9.873;45.541;2.592;3.390
4;GUANABARA - URB;13;2.081;829;2.878;692;30;1.304;569;715;3.342;0;569
4;GUANABARA - URB;18;836;189;785;234;0;103;31;194;183;0;62
4;GUANABARA - URB;19;6.501;3.688;12.656;4.192;0;9.272;4.189;3.368;14.525;392;1.799
4;GUANABARA - URB;20;8.317;4.637;13.477;4.801;0;11.095;6.081;3.299;16.038;331;2.257
4;GUANABARA - URB;25;7.953;4.057;8.478;2.625;0;4.944;3.090;1.585;9.132;0;1.394
4;GUANABARA - URB;60;34.573;16.926;58.761;12.252;329;13.756;6.191;10.050;45.762;2.101;3.818
4;GUANABARA - URB;64;27.484;11.977;41.309;8.544;217;18.320;8.939;7.450;43.173;2.098;3.259
4;GUANABARA - URB;67;6.719;3.365;13.217;1.953;68;4.628;2.500;2.253;16.023;0;1.166
4;GUANABARA - URB;70;15.253;8.333;30.794;4.769;75;10.003;6.171;5.248;32.415;1.247;2.848
4;GUANABARA - URB;72;14.785;7.993;31.254;8.408;127;7.219;3.627;6.070;31.115;1.494;2.273
4;GUANABARA - URB;75;14.054;5.433;18.184;3.860;120;5.986;2.319;4.512;18.333;616;1.909
4;GUANABARA - URB;76;2.778;1.348;5.097;1.251;28;2.525;682;1.035;5.533;0;416
4;GUANABARA - URB;77;24.937;15.459;55.127;14.096;101;10.154;5.505;8.476;46.371;2.388;4.016
4;GUANABARA - URB;79;30.653;14.852;44.898;11.851;396;11.358;4.343;7.622;38.023;2.175;3.124
4;GUANABARA - URB;81;8.868;3.864;14.291;3.129;24;4.247;1.674;3.571;14.747;276;1.566
4;GUANABARA - URB;84;23.991;9.840;41.202;14.528;271;14.986;6.002;11.199;36.992;1.452;3.621
4;GUANABARA - URB;101;7.032;3.768;14.883;3.744;68;8.392;3.051;3.105;18.918;1.318;1.487
4;GUANABARA - URB;102;1.841;917;3.954;882;17;2.479;840;861;5.174;0;380
4;GUANABARA - URB;592;1.742;564;1.950;521;68;906;225;426;1.457;124;832
4;GUANABARA - URB;593;4.418;1.463;2.547;905;0;1.196;441;553;3.551;119;808
4;GUANABARA - URB;1029;9.415;4.339;15.159;4.262;54;3.815;1.494;2.520;11.735;745;1.029
4;GUANABARA - URB;1214;5.705;3.028;12.696;2.290;20;5.208;3.044;2.347;12.006;0;1.678
4;GUANABARA - URB;1301;3.911;1.505;4.935;1.209;36;2.085;860;1.298;5.425;0;934
4;GUANABARA - URB;1302;931;426;976;273;10;443;205;221;1.219;0;220
4;GUANABARA - URB;1516;13.257;6.812;23.234;4.753;194;9.080;4.756;5.019;26.272;1.045;2.128
4;GUANABARA - URB;1778;12.660;6.658;23.778;5.444;166;9.314;4.880;4.820;23.424;672;2.210
4;GUANABARA - URB;2369;942;487;1.958;844;0;907;467;400;1.402;0;356
4;GUANABARA - URB;6162;8.334;3.433;11.311;2.060;22;4.829;2.516;2.322;10.584;335;1.643
4;GUANABARA - URB;6443;9.024;4.047;17.108;3.506;8;5.440;2.298;3.777;14.648;563;1.135
4;GUANABARA - URB;7501;818;294;1.625;176;0;332;102;623;981;0;109
4;GUANABARA - URB;7502;1.815;546;1.758;380;0;689;308;507;1.937;0;170
4;GUANABARA - URB;7601;978;520;1.908;381;0;1.007;320;372;2.184;293;200
4;REUNIDAS;7;21.885;9.580;45.872;11.902;237;9.459;3.552;8.854;36.792;2.017;3.354
4;REUNIDAS;26;31.968;17.908;52.640;15.710;259;8.231;4.432;8.845;41.380;2.261;3.237
4;REUNIDAS;27;13.624;5.903;25.217;5.527;162;10.660;4.692;5.950;28.628;1.300;2.858
4;REUNIDAS;35;22.619;10.178;34.869;11.548;1.179;12.849;6.280;9.406;28.805;1.187;2.593
4;REUNIDAS;68;13.234;5.337;25.202;5.729;225;9.828;3.162;6.714;25.224;1.128;2.177
4;REUNIDAS;73;56.303;36.132;107.570;33.743;498;17.292;8.933;15.023;77.798;4.899;5.022
4;REUNIDAS;85;17.532;5.963;19.368;6.036;868;9.125;4.211;5.396;17.998;0;2.065
4;REUNIDAS;1029;30.691;13.906;45.072;13.330;179;11.280;4.662;7.993;35.180;1.955;2.804
4;REUNIDAS;1778;3.649;1.838;7.182;1.489;53;2.682;1.564;1.312;7.168;659;717
4;REUNIDAS;6443;10.265;4.771;19.091;4.475;8;6.102;2.447;4.269;17.165;693;1.188
4;REUNIDAS;7847;23.672;11.535;33.532;7.260;95;11.067;4.995;9.012;33.191;1.345;2.588
4;REUNIDAS;9018;8;15;345;309;0;360;27;5;155;18;91
4;SANTA MARIA - URB;24;20.918;10.687;33.209;12.444;0;11.898;5.823;10.232;31.745;706;3.272
4;SANTA MARIA - URB;34;6.843;3.251;10.059;3.010;0;8.148;4.229;2.600;12.347;0;1.567
4;SANTA MARIA - URB;36;9.542;5.105;15.447;6.042;0;8.217;3.887;3.291;16.504;500;2.107
4;SANTA MARIA - URB;37;34.217;20.568;32.059;13.001;0;12.150;6.739;8.734;36.153;1.335;3.545
4;SANTA MARIA - URB;38;32.813;17.045;47.737;14.774;0;31.944;15.043;11.211;66.157;3.064;4.241
4;SANTA MARIA - URB;39;25.126;10.704;33.999;11.962;0;9.511;4.199;7.165;24.927;901;3.108
4;SANTA MARIA - URB;44;19.352;11.702;26.135;7.746;0;12.734;6.840;6.865;28.906;938;3.288
4;SANTA MARIA - URB;46;31.066;19.781;29.408;14.797;0;7.255;5.227;7.450;36.178;1.292;2.790
4;SANTA MARIA - URB;48;18.552;9.338;14.778;7.508;0;7.624;4.175;3.371;17.757;842;2.073
4;SANTA MARIA - URB;54;32.674;20.996;35.961;15.116;0;11.343;7.188;7.797;44.366;2.247;3.468
4;SANTA MARIA - URB;56;7.525;4.724;24.200;11.235;0;3.164;1.926;3.996;18.795;660;2.390
4;SANTA MARIA - URB;66;13.424;7.859;15.361;2.152;0;3.585;1.722;3.053;16.949;721;2.010
4;SANTA MARIA - URB;83;8.010;5.139;16.189;1.530;0;3.989;1.371;3.033;17.657;677;1.357
4;SANTA MARIA - URB;331;12.417;5.363;16.050;3.800;0;4.475;1.626;4.451;14.128;0;1.272
4;SANTA MARIA - URB;332;3.248;1.339;4.438;1.157;0;1.025;448;1.085;3.096;185;549
4;SANTA MARIA - URB;411;5.015;2.188;7.052;3.106;0;3.110;958;1.786;6.970;338;694
4;SANTA MARIA - URB;561;69;120;1.919;498;0;118;2;154;511;46;301
4;VIA SUL - URB;50;42.609;21.865;70.156;21.947;213;17.604;7.265;13.152;54.463;2.698;4.995
4;VIA SUL - URB;51;26.078;14.709;24.199;9.263;0;9.866;5.565;6.754;28.269;647;3.157
4;VIA SUL - URB;52;20.341;12.032;23.396;7.955;0;11.051;6.564;6.001;27.852;1.050;3.080
4;VIA SUL - URB;65;13.092;7.000;13.469;4.191;0;4.716;2.012;3.555;12.942;0;1.723
5;CONCEIÇÃO;21;24.848;8.423;38.290;9.587;0;18.116;8.064;7.307;46.243;2.819;3.949
5;CONCEIÇÃO;22;8.299;2.928;13.642;3.697;0;8.721;3.754;2.657;15.970;0;1.795
5;CONCEIÇÃO;30;20.733;6.905;23.325;6.458;0;7.992;3.408;5.641;24.452;1.566;2.491
5;CONCEIÇÃO;31;24.465;7.822;23.592;9.582;0;7.963;3.487;6.506;23.308;0;2.405
5;CONCEIÇÃO;41;14.267;4.980;26.083;11.393;0;7.290;3.941;5.734;18.296;0;2.531
5;CONCEIÇÃO;59;14.603;4.820;22.297;8.414;0;13.500;4.436;5.109;25.514;2.953;2.619
5;CONCEIÇÃO;63;50.367;17.417;48.877;24.399;1;17.892;7.095;8.397;45.478;3.219;4.178
5;CONCEIÇÃO;71;16.079;5.381;21.508;4.533;0;12.074;4.448;3.902;24.975;2.377;2.370
5;CONCEIÇÃO;76;3.796;1.168;7.236;1.508;69;3.610;1.158;1.536;8.704;860;661
5;CONCEIÇÃO;83;7.852;3.748;14.719;1.309;0;3.394;1.309;2.698;16.468;1.862;1.267
5;CONCEIÇÃO;411;8.595;2.733;11.278;4.861;0;4.934;1.647;3.127;11.640;502;1.080
5;CONCEIÇÃO;587;343;5;313;167;0;607;91;119;1.513;121;1.476
5;CONCEIÇÃO;599;9.143;2.736;15.396;6.666;0;5.066;987;3.826;10.435;680;1.507
5;CONCEIÇÃO;905;188;73;823;94;0;181;26;53;609;45;222
5;CONCEIÇÃO;2369;1.269;373;1.894;1.159;0;1.085;513;337;1.653;0;381
5;CONCEIÇÃO;3001;3.612;1.177;4.590;1.783;0;1.580;702;1.130;3.867;392;651
5;CONCEIÇÃO;3101;1.738;696;2.329;1.094;0;690;329;744;1.842;0;337
5;CONCEIÇÃO;6301;6.292;2.443;9.823;2.574;0;3.175;1.144;1.765;8.959;1.095;1.079
5;CONCEIÇÃO;7601;113;47;285;66;0;178;86;34;402;256;48
5;DUNAS - URB;33;56.739;22.310;73.401;20.825;0;19.751;6.701;16.488;70.927;5.240;4.495
5;DUNAS - URB;40;40.352;14.400;55.658;19.419;0;35.418;12.269;12.504;73.270;4.013;4.462
5;DUNAS - URB;57;3.887;1.469;3.166;1.371;1;1.775;538;886;3.011;0;537
5;DUNAS - URB;331;17.344;5.749;20.686;4.883;0;6.153;2.186;6.119;19.645;1.005;1.524
5;DUNAS - URB;332;3.743;1.206;5.495;1.270;0;1.290;496;1.441;3.642;253;577
5;DUNAS - URB;411;5.343;1.728;7.634;3.283;0;3.133;998;2.053;7.490;573;732
5;GUANABARA - URB;2;18.877;6.724;39.010;7.979;270;9.019;4.107;6.461;30.774;2.149;2.483
5;GUANABARA - URB;4;14.270;7.054;33.325;6.919;1;4.701;2.601;3.882;22.426;1.950;2.211
5;GUANABARA - URB;5;7.246;2.228;13.313;1.941;74;4.682;2.404;1.990;15.594;1.111;1.364
5;GUANABARA - URB;8;35.683;12.432;53.700;21.794;578;19.851;6.956;10.327;49.201;5.162;3.296
5;GUANABARA - URB;13;176;45;207;47;3;97;30;27;216;0;38
5;GUANABARA - URB;18;700;162;803;219;0;98;23;138;222;0;52
5;GUANABARA - URB;19;7.907;2.699;14.012;4.581;2;9.783;4.547;3.533;15.198;464;1.816
5;GUANABARA - URB;20;8.825;3.227;14.178;4.904;0;10.964;5.898;3.511;16.299;391;2.240
5;GUANABARA - URB;25;9.187;2.972;8.648;2.690;0;5.197;3.258;1.604;9.744;0;1.421
5;GUANABARA - URB;60;33.873;12.006;60.989;12.055;305;14.267;6.650;11.044;48.853;3.616;3.725
5;GUANABARA - URB;64;28.658;8.396;40.855;8.662;215;18.475;9.361;7.574;42.891;3.032;3.162
5;GUANABARA - URB;67;6.882;2.262;12.937;1.941;52;4.535;2.494;2.316;15.730;292;1.159
5;GUANABARA - URB;70;17.039;6.355;32.323;5.104;75;10.442;6.296;5.467;34.128;1.925;2.871
5;GUANABARA - URB;72;15.025;5.274;30.340;7.760;103;7.202;3.397;6.083;31.357;2.488;2.186
5;GUANABARA - URB;75;13.918;3.631;17.246;3.824;131;5.609;2.222;4.464;16.877;941;1.719
5;GUANABARA - URB;76;3.753;1.263;7.102;1.430;49;3.479;872;1.340;8.165;0;569
5;GUANABARA - URB;77;25.313;11.031;56.635;13.367;119;10.398;5.528;8.943;47.278;3.725;3.871
5;GUANABARA - URB;79;31.501;11.009;46.710;11.644;409;11.331;4.531;8.497;41.632;3.942;3.001
5;GUANABARA - URB;81;9.887;2.833;15.257;3.119;15;4.469;1.796;3.765;16.174;402;1.511
5;GUANABARA - URB;84;26.478;6.719;43.541;15.121;320;15.852;6.456;11.805;39.863;3.146;3.604
5;GUANABARA - URB;101;6.912;2.281;14.505;3.378;54;8.298;3.122;2.871;17.352;1.567;1.359
5;GUANABARA - URB;102;2.804;837;5.787;1.312;21;3.123;1.170;1.140;6.827;514;518
5;GUANABARA - URB;592;2.019;447;2.169;477;82;1.155;244;397;1.657;160;821
5;GUANABARA - URB;593;5.394;1.191;2.551;870;0;1.273;494;672;3.859;212;976
5;GUANABARA - URB;600;5;0;4;3;0;0;0;11;0;0;9
5;GUANABARA - URB;1029;10.156;3.562;16.361;4.776;69;4.158;1.817;2.895;13.392;1.260;1.089
5;GUANABARA - URB;1214;6.491;2.459;13.547;2.418;25;5.529;3.028;2.521;12.326;0;1.667
5;GUANABARA - URB;1301;6.701;1.666;7.096;1.767;65;3.029;1.263;1.881;7.854;0;1.212
5;GUANABARA - URB;1302;2.323;613;2.334;605;24;1.124;460;560;2.898;0;434
5;GUANABARA - URB;1516;13.889;4.905;23.748;4.769;203;9.267;4.817;5.309;26.768;1.601;2.021
5;GUANABARA - URB;1778;12.456;4.357;22.649;5.246;168;8.706;4.752;4.655;22.472;815;2.009
5;GUANABARA - URB;2369;1.232;472;2.266;956;0;1.014;485;437;1.615;0;387
5;GUANABARA - URB;6162;9.197;2.641;11.625;2.190;34;4.482;2.566;2.329;11.158;362;1.571
5;GUANABARA - URB;6443;10.082;3.015;17.602;3.850;15;5.470;2.476;4.337;15.937;1.080;1.088
5;GUANABARA - URB;7501;1.680;379;2.652;368;0;688;252;800;2.028;152;210
5;GUANABARA - URB;7502;2.892;701;2.728;625;0;1.104;477;815;3.180;0;243
5;GUANABARA - URB;7601;219;72;479;98;0;307;139;66;604;631;74
5;REUNIDAS;7;24.251;6.934;46.135;11.828;228;9.565;3.469;8.873;38.172;3.536;3.310
5;REUNIDAS;26;30.372;12.427;50.952;15.085;265;8.229;4.186;8.755;40.947;3.983;3.087
5;REUNIDAS;27;14.227;3.840;24.991;5.351;122;9.997;4.345;5.813;27.183;2.500;2.630
5;REUNIDAS;35;23.828;7.508;34.573;11.444;1.353;12.400;6.493;9.278;29.979;2.144;2.433
5;REUNIDAS;68;13.196;3.800;23.674;5.467;192;9.348;2.991;5.933;25.028;1.705;2.091
5;REUNIDAS;73;55.130;26.457;109.796;34.209;578;17.580;9.131;15.927;82.989;9.148;4.960
5;REUNIDAS;85;19.042;4.300;19.068;5.882;960;8.825;4.015;5.178;17.719;0;1.807
5;REUNIDAS;1029;28.001;9.488;41.865;12.483;173;10.789;4.318;7.595;34.256;3.614;2.627
5;REUNIDAS;1778;4.261;1.547;8.310;1.854;62;3.025;1.638;1.612;8.108;881;748
5;REUNIDAS;6443;10.320;3.282;19.081;4.278;14;6.053;2.546;4.346;17.767;1.312;1.124
5;REUNIDAS;7847;23.635;8.671;34.484;7.283;76;10.761;4.965;8.926;34.692;2.771;2.478
5;REUNIDAS;9018;16;6;332;244;0;354;23;9;157;5;96
5;SANTA MARIA - URB;24;22.816;8.226;34.065;12.276;0;11.944;6.239;10.047;32.842;1.285;3.039
5;SANTA MARIA - URB;34;7.227;2.405;10.300;3.278;0;8.405;4.572;2.664;13.258;0;1.510
5;SANTA MARIA - URB;36;11.624;4.261;15.123;5.583;0;7.774;3.675;3.305;17.156;953;2.030
5;SANTA MARIA - URB;37;33.521;16.201;32.512;12.776;1;11.992;6.652;8.976;37.524;1.966;3.347
5;SANTA MARIA - URB;38;33.898;12.224;47.394;14.488;0;31.734;14.727;11.042;65.883;5.683;4.033
5;SANTA MARIA - URB;39;24.094;7.807;33.413;11.941;0;9.404;4.076;7.322;26.064;1.438;3.046
5;SANTA MARIA - URB;44;19.631;9.202;27.096;7.835;0;12.841;7.054;7.045;30.445;1.223;3.203
5;SANTA MARIA - URB;46;29.702;14.677;28.743;14.324;0;6.774;4.917;7.530;35.784;2.107;2.650
5;SANTA MARIA - URB;48;18.034;7.659;15.346;7.368;1;8.280;4.456;3.527;19.263;1.170;2.091
5;SANTA MARIA - URB;54;32.676;15.780;36.808;15.076;0;11.469;7.309;8.231;45.040;3.493;3.380
5;SANTA MARIA - URB;56;7.578;3.663;24.412;10.762;0;3.143;2.010;4.363;19.119;1.047;2.345
5;SANTA MARIA - URB;66;14.301;6.375;15.489;2.450;0;3.678;1.827;3.256;17.747;1.740;1.982
5;SANTA MARIA - URB;83;8.627;4.040;16.641;1.475;0;4.137;1.452;3.242;17.725;1.851;1.386
5;SANTA MARIA - URB;331;13.642;4.344;17.889;4.134;0;4.993;2.024;4.823;15.334;1.138;1.280
5;SANTA MARIA - URB;332;3.579;1.146;4.568;1.155;0;1.035;407;1.107;3.437;157;577
5;SANTA MARIA - URB;411;5.413;1.594;6.978;2.965;0;3.085;988;1.936;7.228;462;687
5;SANTA MARIA - URB;561;61;100;2.011;534;0;135;3;190;639;36;313
5;VIA SUL - URB;50;44.058;17.355;73.266;22.813;181;18.057;7.789;14.383;59.596;3.783;4.956
5;VIA SUL - URB;51;26.894;12.781;25.280;9.535;0;10.321;5.819;7.014;30.303;1.058;3.054
5;VIA SUL - URB;52;21.309;10.070;24.652;8.550;2;11.112;6.687;6.244;29.888;1.010;3.049
5;VIA SUL - URB;65;13.055;5.928;14.185;4.525;0;4.805;2.091;3.620;13.984;0;1.652
6;CONCEIÇÃO;21;20335;8913;36668;8815;1;16761;7633;6959;41766;0;3802
6;CONCEIÇÃO;22;7399;3245;13335;3396;0;8746;3642;2593;14957;0;1856
6;CONCEIÇÃO;30;18009;7297;22660;5805;0;7545;3202;5497;22377;0;2356
6;CONCEIÇÃO;31;21421;8124;23795;9074;0;7668;3445;6132;22088;0;2459
6;CONCEIÇÃO;41;12168;5091;22783;10001;0;6721;3632;5252;15944;0;2422
6;CONCEIÇÃO;59;12227;5132;21010;7910;10;12791;4191;4760;24213;0;2508
6;CONCEIÇÃO;63;44860;17485;48275;22579;0;16836;6518;8393;41456;0;4025
6;CONCEIÇÃO;71;12768;5285;19915;3883;0;10768;4048;3588;22382;0;2222
6;CONCEIÇÃO;76;3748;1420;7537;1487;57;3293;1201;1509;8381;0;648
6;CONCEIÇÃO;83;6705;3925;14356;1304;0;3052;1264;2602;15445;0;1220
6;CONCEIÇÃO;411;8868;2885;11098;4861;0;4769;1636;2972;11225;0;1081
6;CONCEIÇÃO;587;502;0;428;136;2;591;100;105;1295;0;1394
6;CONCEIÇÃO;599;8830;2806;14389;5953;7;4768;811;3536;9744;0;1385
6;CONCEIÇÃO;905;85;107;710;49;0;149;10;30;463;0;213
6;CONCEIÇÃO;2369;1210;404;1615;1020;0;1013;473;339;1314;0;404
6;CONCEIÇÃO;3001;2881;1204;3988;1707;0;1363;648;946;3572;0;626
6;CONCEIÇÃO;3101;1753;790;2449;1087;0;748;353;665;2124;0;374
6;CONCEIÇÃO;6301;5469;2598;9702;2429;0;2913;1031;1791;8418;0;1024
6;CONCEIÇÃO;7601;51;28;128;30;0;76;33;13;206;0;23
6;DUNAS - URB;33;49689;22785;71900;19463;99;19164;6656;16077;66098;0;4363
6;DUNAS - URB;40;35727;14808;53560;18332;16;33102;12175;11980;68689;0;4280
6;DUNAS - URB;57;3635;1408;3121;1293;0;1546;485;891;2775;0;536
6;DUNAS - URB;331;15792;5938;20313;4466;5;5657;2227;5618;18137;0;1406
6;DUNAS - URB;332;3196;1224;4804;1055;0;1161;393;1187;3479;0;574
6;DUNAS - URB;411;5032;1836;7022;3030;0;2921;938;1730;6927;0;664
6;GUANABARA - URB;2;17241;7500;38732;7713;274;8661;4186;6112;29496;0;2538
6;GUANABARA - URB;4;12316;7291;30858;6408;0;4258;2407;3797;20920;0;2100
6;GUANABARA - URB;5;5873;2387;11771;1792;38;4051;2071;1938;13475;0;1247
6;GUANABARA - URB;8;32152;13046;51912;20967;523;18918;6434;9695;44637;0;3286
6;GUANABARA - URB;18;550;129;702;178;0;61;37;87;173;0;50
6;GUANABARA - URB;19;6602;2892;13285;4286;0;8805;4126;3237;13683;0;1713
6;GUANABARA - URB;20;7676;3532;13107;4134;0;10576;6055;3399;15475;0;2135
6;GUANABARA - URB;25;7552;3079;8260;2273;0;4986;2991;1560;9165;0;1427
6;GUANABARA - URB;60;30640;12907;59371;11642;322;13685;6624;10652;45880;0;3792
6;GUANABARA - URB;64;23770;8537;38452;7962;176;17499;8645;6897;40708;0;3060
6;GUANABARA - URB;67;6515;2535;13064;2001;32;4509;2559;2391;15264;0;1165
6;GUANABARA - URB;70;14819;7345;31409;4805;87;9897;6906;5319;33026;0;2821
6;GUANABARA - URB;72;15224;6612;31829;8084;92;7429;3425;6684;31577;0;2370
6;GUANABARA - URB;75;11840;3705;17201;3359;122;5138;2311;4266;16299;0;1749
6;GUANABARA - URB;76;3431;1346;6821;1633;55;3433;968;1302;7920;0;573
6;GUANABARA - URB;77;21844;12080;52573;12734;109;9240;5096;8622;44336;0;3663
6;GUANABARA - URB;79;28762;11939;44899;11194;372;10976;4356;8124;38407;0;3076
6;GUANABARA - URB;81;8400;2713;14465;2752;18;4223;1789;3605;14945;0;1507
6;GUANABARA - URB;84;22103;6979;38918;13562;212;13596;5706;10355;33533;0;3486
6;GUANABARA - URB;101;5992;2599;13251;3076;46;7634;2857;2762;16607;0;1319
6;GUANABARA - URB;102;1974;844;4339;972;20;2455;890;918;5234;0;418
6;GUANABARA - URB;592;1588;392;1817;407;55;1026;244;366;1243;0;675
6;GUANABARA - URB;593;4477;1143;2287;739;0;1147;396;499;2999;0;919
6;GUANABARA - URB;1029;9032;3846;16282;4263;53;4154;1756;2937;13077;0;1072
6;GUANABARA - URB;1214;5607;2435;12757;1957;18;4983;2982;2324;11152;0;1669
6;GUANABARA - URB;1301;5946;1644;6557;1631;65;2807;1182;1771;7125;0;1192
6;GUANABARA - URB;1302;2180;665;2295;602;18;1026;461;617;2774;0;463
